Date of transaction,Entity name,Number of units,Unit type
15/10/2020,CARBON NEUTRAL PTY LTD,12,CER
14/10/2020,Tasman Environmental Markets Pty Ltd,49,KACCU
14/10/2020,Tasman Environmental Markets Pty Ltd,270,KACCU
14/10/2020,Aboriginal Carbon Fund Limited,14,KACCU
14/10/2020,Tasman Environmental Markets Pty Ltd,"180,600",CER
12/10/2020,Biodiverse Carbon Conservation Pty Limited,"10,022",KACCU
12/10/2020,South Pole Australia Financial Services Pty Ltd,500,KACCU
08/10/2020,Kurrajong Partners Pty Ltd,1,KACCU
07/10/2020,Aboriginal Carbon Fund Limited,33,KACCU
07/10/2020,Mallee Carbon Limited,"2,903",KACCU
06/10/2020,Aboriginal Carbon Fund Limited,322,KACCU
05/10/2020,CARBON NEUTRAL PTY LTD,80,CER
05/10/2020,CARBON NEUTRAL PTY LTD,100,CER
05/10/2020,CARBON NEUTRAL PTY LTD,"3,519",CER
05/10/2020,CARBON NEUTRAL PTY LTD,"3,373",CER
05/10/2020,CARBON NEUTRAL PTY LTD,"1,041",CER
05/10/2020,CARBON NEUTRAL PTY LTD,300,KACCU
05/10/2020,CARBON NEUTRAL PTY LTD,322,CER
02/10/2020,CARBON NEUTRAL PTY LTD,303,CER
02/10/2020,CARBON NEUTRAL PTY LTD,120,CER
02/10/2020,CARBON NEUTRAL PTY LTD,27,CER
02/10/2020,CARBON NEUTRAL PTY LTD,27,CER
02/10/2020,CARBON NEUTRAL PTY LTD,72,CER
02/10/2020,CARBON NEUTRAL PTY LTD,54,CER
02/10/2020,CARBON NEUTRAL PTY LTD,123,CER
02/10/2020,CARBON NEUTRAL PTY LTD,369,CER
02/10/2020,CARBON NEUTRAL PTY LTD,27,CER
02/10/2020,CARBON NEUTRAL PTY LTD,360,CER
02/10/2020,CARBON NEUTRAL PTY LTD,15,CER
02/10/2020,CARBON NEUTRAL PTY LTD,27,CER
02/10/2020,Aboriginal Carbon Fund Limited,"1,995",KACCU
01/10/2020,AGL HP1 Pty Limited,250,KACCU
30/09/2020,Tasman Environmental Markets Pty Ltd,550,KACCU
30/09/2020,South Pole Australia Financial Services Pty Ltd,"2,049",KACCU
30/09/2020,Aboriginal Carbon Fund Limited,"40,000",KACCU
28/09/2020,Biodiverse Carbon Conservation Pty Limited,400,CER
25/09/2020,Aboriginal Carbon Fund Limited,"1,996",KACCU
18/09/2020,Terra Carbon Pty Ltd,700,KACCU
17/09/2020,"Natural Capital Partners Americas, LLC",60,CER
16/09/2020,CARBON NEUTRAL PTY LTD,74,CER
16/09/2020,CARBON NEUTRAL PTY LTD,96,CER
16/09/2020,CARBON NEUTRAL PTY LTD,199,CER
16/09/2020,CARBON NEUTRAL PTY LTD,51,CER
16/09/2020,CARBON NEUTRAL PTY LTD,27,CER
16/09/2020,CARBON NEUTRAL PTY LTD,137,CER
16/09/2020,Aboriginal Carbon Fund Limited,100,KACCU
15/09/2020,Aboriginal Carbon Fund Limited,393,KACCU
11/09/2020,"Natural Capital Partners Americas, LLC",57,CER
11/09/2020,"Natural Capital Partners Americas, LLC",286,CER
11/09/2020,"Natural Capital Partners Americas, LLC","13,152",CER
08/09/2020,Tasman Environmental Markets Pty Ltd,"27,500",KACCU
04/09/2020,Enviro-Mark Solutions Limited,229,CER
04/09/2020,Enviro-Mark Solutions Limited,19,CER
04/09/2020,Enviro-Mark Solutions Limited,783,CER
04/09/2020,Enviro-Mark Solutions Limited,34,CER
04/09/2020,Enviro-Mark Solutions Limited,47,CER
04/09/2020,Enviro-Mark Solutions Limited,30,CER
04/09/2020,Enviro-Mark Solutions Limited,243,CER
04/09/2020,Enviro-Mark Solutions Limited,273,CER
04/09/2020,Enviro-Mark Solutions Limited,446,CER
03/09/2020,Tasman Environmental Markets Pty Ltd,"40,350",KACCU
02/09/2020,Carbon Financial Services Pty. Ltd.,500,KACCU
31/08/2020,South Pole Australia Financial Services Pty Ltd,"5,300",KACCU
28/08/2020,Corporate Carbon Advisory Pty Ltd,300,KACCU
28/08/2020,Corporate Carbon Advisory Pty Ltd,300,NKACCU
28/08/2020,Tasman Environmental Markets Pty Ltd,"19,200",KACCU
28/08/2020,Tasman Environmental Markets Pty Ltd,"263,680",CER
27/08/2020,Aboriginal Carbon Fund Limited,231,KACCU
27/08/2020,Corporate Carbon Advisory Pty Ltd,14,NKACCU
26/08/2020,AGL HP1 Pty Limited,300,KACCU
26/08/2020,"Natural Capital Partners Americas, LLC",623,CER
26/08/2020,"Natural Capital Partners Americas, LLC","45,138",CER
25/08/2020,South Pole Australia Financial Services Pty Ltd,52,KACCU
25/08/2020,Aboriginal Carbon Fund Limited,55,KACCU
25/08/2020,"Natural Capital Partners Americas, LLC","1,286",CER
24/08/2020,Aboriginal Carbon Fund Limited,175,KACCU
21/08/2020,CARBON NEUTRAL PTY LTD,"1,000",CER
21/08/2020,"Natural Capital Partners Americas, LLC","15,000",CER
21/08/2020,"Natural Capital Partners Americas, LLC","1,992",CER
21/08/2020,"Natural Capital Partners Americas, LLC","8,667",CER
21/08/2020,"Natural Capital Partners Americas, LLC","30,000",CER
21/08/2020,"Natural Capital Partners Americas, LLC",362,CER
21/08/2020,"Natural Capital Partners Americas, LLC",274,CER
21/08/2020,"Natural Capital Partners Americas, LLC","1,517",CER
21/08/2020,"Natural Capital Partners Americas, LLC","19,053",CER
21/08/2020,"Natural Capital Partners Americas, LLC",100,CER
21/08/2020,"Natural Capital Partners Americas, LLC","27,470",CER
21/08/2020,"Natural Capital Partners Americas, LLC","3,320",CER
21/08/2020,"Natural Capital Partners Americas, LLC","38,925",CER
21/08/2020,"Natural Capital Partners Americas, LLC","45,000",CER
21/08/2020,"Natural Capital Partners Americas, LLC","18,902",CER
21/08/2020,"Natural Capital Partners Americas, LLC",570,CER
21/08/2020,"Natural Capital Partners Americas, LLC",65,CER
21/08/2020,"Natural Capital Partners Americas, LLC","12,500",CER
21/08/2020,"Natural Capital Partners Americas, LLC","5,461",CER
21/08/2020,"Natural Capital Partners Americas, LLC",514,CER
21/08/2020,"Natural Capital Partners Americas, LLC","1,485",CER
21/08/2020,"Natural Capital Partners Americas, LLC",50,CER
21/08/2020,"Natural Capital Partners Americas, LLC",150,CER
21/08/2020,"Natural Capital Partners Americas, LLC",516,CER
21/08/2020,"Natural Capital Partners Americas, LLC","1,800",CER
21/08/2020,"Natural Capital Partners Americas, LLC",12,CER
21/08/2020,"Natural Capital Partners Americas, LLC","37,000",CER
21/08/2020,"Natural Capital Partners Americas, LLC","10,146",CER
19/08/2020,South Pole Australia Financial Services Pty Ltd,"40,350",KACCU
18/08/2020,Biodiverse Carbon Conservation Pty Limited,"4,060",CER
17/08/2020,CARBON NEUTRAL PTY LTD,100,CER
17/08/2020,CARBON NEUTRAL PTY LTD,310,CER
17/08/2020,CARBON NEUTRAL PTY LTD,"1,000",CER
14/08/2020,CARBON NEUTRAL PTY LTD,45,CER
13/08/2020,South Pole Australia Financial Services Pty Ltd,"1,500",KACCU
10/08/2020,Australian Carbon Traders Pty Ltd,40,NKACCU
10/08/2020,Aboriginal Carbon Fund Limited,120,KACCU
07/08/2020,EKI Energy Services Limited,513,CER
06/08/2020,The Sigma Global Company Pty Limited,"3,465",CER
06/08/2020,The Sigma Global Company Pty Limited,"1,597",NKACCU
06/08/2020,WeAct Pty Ltd,"46,534",CER
04/08/2020,Yarra Valley Water Corporation,"2,148",CER
04/08/2020,ERM Power Retail Pty Ltd,"1,575",KACCU
04/08/2020,Enviro-Mark Solutions Limited,2,CER
04/08/2020,Enviro-Mark Solutions Limited,"1,027",CER
04/08/2020,Enviro-Mark Solutions Limited,129,CER
04/08/2020,Enviro-Mark Solutions Limited,61,CER
04/08/2020,Enviro-Mark Solutions Limited,21,CER
04/08/2020,Enviro-Mark Solutions Limited,932,CER
31/07/2020,Carbon Financial Services Pty. Ltd.,"2,300",KACCU
31/07/2020,Yarra Valley Water Corporation,"21,426",CER
31/07/2020,Yarra Valley Water Corporation,"5,476",CER
29/07/2020,Aboriginal Carbon Fund Limited,390,KACCU
29/07/2020,"Natural Capital Partners Americas, LLC","36,480",CER
28/07/2020,Climate Friendly Financial Solutions Pty Limited,221,KACCU
28/07/2020,Corporate Carbon Advisory Pty Ltd,"2,736",KACCU
28/07/2020,"Natural Capital Partners Americas, LLC","76,985",CER
27/07/2020,South Pole Australia Financial Services Pty Ltd,"1,325",KACCU
23/07/2020,Tasman Environmental Markets Pty Ltd,22,KACCU
21/07/2020,Carbon Financial Services Pty. Ltd.,"20,000",KACCU
19/07/2020,Terra Carbon Pty Ltd,56,KACCU
16/07/2020,CARBON NEUTRAL PTY LTD,54,CER
16/07/2020,CARBON NEUTRAL PTY LTD,767,CER
15/07/2020,Marcus Henry Lewis,51,KACCU
10/07/2020,Tasman Environmental Markets Pty Ltd,"1,250",KACCU
09/07/2020,Tasman Environmental Markets Pty Ltd,255,KACCU
07/07/2020,Tasman Environmental Markets Pty Ltd,"1,517",KACCU
06/07/2020,Aboriginal Carbon Fund Limited,100,KACCU
02/07/2020,Jarden Australia Pty Ltd,550,KACCU
30/06/2020,Tasman Environmental Markets Pty Ltd,4,KACCU
30/06/2020,South Pole Australia Financial Services Pty Ltd,"9,000",KACCU
29/06/2020,Carbon Financial Services Pty. Ltd.,"1,800",KACCU
29/06/2020,Tasman Environmental Markets Pty Ltd,"28,000",KACCU
29/06/2020,Tasman Environmental Markets Pty Ltd,325,KACCU
26/06/2020,Carbon Financial Services Pty. Ltd.,"83,732",CER
26/06/2020,Carbon Financial Services Pty. Ltd.,"1,107,120",CER
26/06/2020,Enviro-Mark Solutions Limited,195,CER
26/06/2020,Corporate Carbon Advisory Pty Ltd,420,KACCU
26/06/2020,Enviro-Mark Solutions Limited,"1,707",CER
26/06/2020,Enviro-Mark Solutions Limited,140,CER
26/06/2020,Enviro-Mark Solutions Limited,17,CER
26/06/2020,Enviro-Mark Solutions Limited,162,CER
26/06/2020,Enviro-Mark Solutions Limited,5,CER
26/06/2020,Corporate Carbon Advisory Pty Ltd,"33,920",KACCU
26/06/2020,Enviro-Mark Solutions Limited,58,CER
26/06/2020,Enviro-Mark Solutions Limited,210,CER
26/06/2020,Enviro-Mark Solutions Limited,954,CER
26/06/2020,Enviro-Mark Solutions Limited,295,CER
26/06/2020,Enviro-Mark Solutions Limited,428,CER
26/06/2020,Enviro-Mark Solutions Limited,140,CER
25/06/2020,Marcus Henry Lewis,808,KACCU
24/06/2020,South Pole Australia Financial Services Pty Ltd,735,KACCU
18/06/2020,Perenia Pty Ltd,300,CER
18/06/2020,Perenia Pty Ltd,"55,500",CER
18/06/2020,Perenia Pty Ltd,"64,700",CER
17/06/2020,Carbon Financial Services Pty. Ltd.,"10,000",KACCU
17/06/2020,Tasman Environmental Markets Pty Ltd,80,KACCU
15/06/2020,Aboriginal Carbon Fund Limited,100,KACCU
12/06/2020,Olkola Aboriginal Corporation,"57,582",KACCU
11/06/2020,South Pole Australia Financial Services Pty Ltd,"1,400",KACCU
05/06/2020,CARBON NEUTRAL PTY LTD,41,CER
05/06/2020,CARBON NEUTRAL PTY LTD,27,CER
05/06/2020,CARBON NEUTRAL PTY LTD,27,CER
05/06/2020,CARBON NEUTRAL PTY LTD,75,CER
05/06/2020,CARBON NEUTRAL PTY LTD,700,CER
05/06/2020,CARBON NEUTRAL PTY LTD,27,CER
05/06/2020,CARBON NEUTRAL PTY LTD,36,CER
04/06/2020,CARBON NEUTRAL PTY LTD,"3,262",CER
04/06/2020,CARBON NEUTRAL PTY LTD,15,CER
04/06/2020,CARBON NEUTRAL PTY LTD,43,CER
04/06/2020,CARBON NEUTRAL PTY LTD,344,CER
04/06/2020,CARBON NEUTRAL PTY LTD,35,CER
04/06/2020,CARBON NEUTRAL PTY LTD,27,CER
04/06/2020,Tasman Environmental Markets Pty Ltd,180,KACCU
03/06/2020,South Pole Australia Financial Services Pty Ltd,"2,000",KACCU
02/06/2020,CARBON NEUTRAL PTY LTD,18,CER
29/05/2020,CARBON NEUTRAL PTY LTD,141,CER
28/05/2020,Enviro-Mark Solutions Limited,100,CER
28/05/2020,Enviro-Mark Solutions Limited,"3,116",CER
28/05/2020,Enviro-Mark Solutions Limited,"2,520",CER
28/05/2020,Enviro-Mark Solutions Limited,283,CER
28/05/2020,Enviro-Mark Solutions Limited,7,CER
28/05/2020,Enviro-Mark Solutions Limited,289,CER
28/05/2020,Enviro-Mark Solutions Limited,290,CER
22/05/2020,CARBON NEUTRAL PTY LTD,62,CER
21/05/2020,Carbon Financial Services Pty. Ltd.,"553,702",CER
21/05/2020,Carbon Financial Services Pty. Ltd.,"57,285",CER
21/05/2020,Aboriginal Carbon Fund Limited,32,KACCU
20/05/2020,CARBON NEUTRAL PTY LTD,10,CER
20/05/2020,CARBON NEUTRAL PTY LTD,10,CER
20/05/2020,CARBON NEUTRAL PTY LTD,210,CER
20/05/2020,CARBON NEUTRAL PTY LTD,23,CER
20/05/2020,CARBON NEUTRAL PTY LTD,17,CER
20/05/2020,CARBON NEUTRAL PTY LTD,40,CER
20/05/2020,CARBON NEUTRAL PTY LTD,500,CER
20/05/2020,Biodiverse Carbon Conservation Pty Limited,"10,452",CER
19/05/2020,CARBON NEUTRAL PTY LTD,500,CER
19/05/2020,Biodiverse Carbon Conservation Pty Limited,"10,000",CER
18/05/2020,Mallee Carbon Limited,126,KACCU
18/05/2020,Raymond Gregory Taylor,"1,500",KACCU
15/05/2020,Tasman Environmental Markets Pty Ltd,"37,321",CER
14/05/2020,Mallee Carbon Limited,"1,500",KACCU
12/05/2020,Tasman Environmental Markets Pty Ltd,482,KACCU
12/05/2020,Tasman Environmental Markets Pty Ltd,871,KACCU
08/05/2020,AGL HP1 Pty Limited,"10,000",KACCU
07/05/2020,Marcus Henry Lewis,500,KACCU
30/04/2020,Corporate Carbon Advisory Pty Ltd,"1,000",KACCU
30/04/2020,Aboriginal Carbon Fund Limited,107,KACCU
27/04/2020,South Pole Australia Financial Services Pty Ltd,"4,000",CER
24/04/2020,Enviro-Mark Solutions Limited,580,CER
23/04/2020,EnergyAustralia Pty Ltd,"12,900",KACCU
23/04/2020,EnergyAustralia Pty Ltd,"5,100",NKACCU
23/04/2020,EnergyAustralia Pty Ltd,"458,081",CER
22/04/2020,Carbon Financial Services Pty. Ltd.,"8,019",KACCU
21/04/2020,CARBON NEUTRAL PTY LTD,"5,321",CER
21/04/2020,CARBON NEUTRAL PTY LTD,"21,579",CER
17/04/2020,South Pole Australia Financial Services Pty Ltd,22,KACCU
17/04/2020,Tasman Environmental Markets Pty Ltd,258,KACCU
14/04/2020,South Australian Water Corporation,"14,343",KACCU
08/04/2020,South Pole Australia Financial Services Pty Ltd,"1,645",KACCU
07/04/2020,South Pole Australia Financial Services Pty Ltd,"1,260",KACCU
01/04/2020,Enviro-Mark Solutions Limited,89,CER
26/03/2020,South Pole Australia Financial Services Pty Ltd,334,KACCU
26/03/2020,Tasman Environmental Markets Pty Ltd,"1,938",KACCU
26/03/2020,Tasman Environmental Markets Pty Ltd,"6,847",KACCU
26/03/2020,Tasman Environmental Markets Pty Ltd,"5,313",KACCU
26/03/2020,Tasman Environmental Markets Pty Ltd,"3,474",KACCU
26/03/2020,Tasman Environmental Markets Pty Ltd,"3,847",KACCU
26/03/2020,Tasman Environmental Markets Pty Ltd,"2,008",KACCU
26/03/2020,Tasman Environmental Markets Pty Ltd,"2,475",CER
19/03/2020,Tasman Environmental Markets Pty Ltd,574,KACCU
19/03/2020,Perenia Pty Ltd,"61,075",CER
19/03/2020,Perenia Pty Ltd,"73,304",CER
18/03/2020,CARBON NEUTRAL PTY LTD,40,CER
17/03/2020,South Pole Australia Financial Services Pty Ltd,61,KACCU
17/03/2020,EKI Energy Services Limited,65,CER
17/03/2020,CARBON NEUTRAL PTY LTD,220,CER
17/03/2020,South Pole Australia Financial Services Pty Ltd,143,KACCU
16/03/2020,EKI Energy Services Limited,100,CER
13/03/2020,CARBON NEUTRAL PTY LTD,"1,788",CER
13/03/2020,South Pole Australia Financial Services Pty Ltd,83,KACCU
11/03/2020,"Natural Capital Partners Americas, LLC","535,902",CER
09/03/2020,Carbon Financial Services Pty. Ltd.,798,NKACCU
09/03/2020,Carbon Financial Services Pty. Ltd.,798,KACCU
06/03/2020,Country Carbon Pty Ltd,300,KACCU
05/03/2020,Carbon Financial Services Pty. Ltd.,"3,400",NKACCU
04/03/2020,Corporate Carbon Advisory Pty Ltd,200,NKACCU
03/03/2020,South Pole Australia Financial Services Pty Ltd,105,KACCU
03/03/2020,Reducing Carbon Building Communities Pty Limited,60,KACCU
28/02/2020,CARBON NEUTRAL PTY LTD,72,CER
28/02/2020,CARBON NEUTRAL PTY LTD,18,CER
28/02/2020,Enviro-Mark Solutions Limited,558,CER
28/02/2020,Enviro-Mark Solutions Limited,877,CER
28/02/2020,Enviro-Mark Solutions Limited,38,CER
28/02/2020,Enviro-Mark Solutions Limited,"3,000",CER
28/02/2020,Enviro-Mark Solutions Limited,"2,500",CER
28/02/2020,Enviro-Mark Solutions Limited,964,CER
28/02/2020,Enviro-Mark Solutions Limited,417,CER
28/02/2020,Enviro-Mark Solutions Limited,212,CER
28/02/2020,Enviro-Mark Solutions Limited,158,CER
28/02/2020,Enviro-Mark Solutions Limited,39,CER
28/02/2020,Enviro-Mark Solutions Limited,56,CER
28/02/2020,Enviro-Mark Solutions Limited,500,CER
28/02/2020,Enviro-Mark Solutions Limited,32,CER
28/02/2020,Enviro-Mark Solutions Limited,750,CER
28/02/2020,Reducing Carbon Building Communities Pty Limited,"1,429",KACCU
28/02/2020,Enviro-Mark Solutions Limited,18,CER
28/02/2020,Enviro-Mark Solutions Limited,7,CER
28/02/2020,Enviro-Mark Solutions Limited,670,CER
28/02/2020,Yawoyn Association Aboriginal Corporation,10,KACCU
26/02/2020,Tasman Environmental Markets Pty Ltd,176,KACCU
26/02/2020,Tasman Environmental Markets Pty Ltd,"4,028",KACCU
26/02/2020,Tasman Environmental Markets Pty Ltd,"6,875",KACCU
26/02/2020,Tasman Environmental Markets Pty Ltd,"4,978",KACCU
20/02/2020,CARBON NEUTRAL PTY LTD,30,CER
17/02/2020,South Pole Australia Financial Services Pty Ltd,226,KACCU
17/02/2020,Carbon Financial Services Pty. Ltd.,"2,803",CER
17/02/2020,Carbon Financial Services Pty. Ltd.,"4,000",KACCU
14/02/2020,Tasman Environmental Markets Pty Ltd,"4,500",KACCU
13/02/2020,Tasman Environmental Markets Pty Ltd,240,KACCU
11/02/2020,"Natural Capital Partners Americas, LLC","2,221",CER
08/02/2020,"Natural Capital Partners Americas, LLC",2,CER
08/02/2020,"Natural Capital Partners Americas, LLC",70,CER
08/02/2020,"Natural Capital Partners Americas, LLC",809,CER
08/02/2020,"Natural Capital Partners Americas, LLC","32,130",CER
08/02/2020,"Natural Capital Partners Americas, LLC","1,414",CER
08/02/2020,"Natural Capital Partners Americas, LLC",55,CER
08/02/2020,"Natural Capital Partners Americas, LLC",123,CER
08/02/2020,"Natural Capital Partners Americas, LLC",76,CER
08/02/2020,"Natural Capital Partners Americas, LLC","1,000",CER
31/01/2020,Kurrajong Partners Pty Ltd,"1,523",KACCU
30/01/2020,Aak Puul Ngantam Ltd.,"1,523",KACCU
29/01/2020,LMS Energy Pty Ltd,"18,250",KACCU
29/01/2020,OMF Australia Pty Limited,"9,102",KACCU
24/01/2020,Tasman Environmental Markets Pty Ltd,200,KACCU
23/01/2020,Reducing Carbon Building Communities Pty Limited,500,KACCU
23/01/2020,Tasman Environmental Markets Pty Ltd,615,KACCU
23/01/2020,Enviro-Mark Solutions Limited,50,CER
23/01/2020,Enviro-Mark Solutions Limited,"1,451",CER
23/01/2020,Enviro-Mark Solutions Limited,1,CER
23/01/2020,Enviro-Mark Solutions Limited,506,CER
23/01/2020,Enviro-Mark Solutions Limited,169,CER
23/01/2020,Enviro-Mark Solutions Limited,21,CER
23/01/2020,Enviro-Mark Solutions Limited,170,CER
23/01/2020,Enviro-Mark Solutions Limited,40,CER
23/01/2020,Enviro-Mark Solutions Limited,26,CER
21/01/2020,EKI Energy Services Limited,750,CER
16/01/2020,"Natural Capital Partners Americas, LLC","1,000",CER
14/01/2020,EKI Energy Services Limited,"10,837",CER
14/01/2020,Reducing Carbon Building Communities Pty Limited,138,KACCU
14/01/2020,Tasman Environmental Markets Pty Ltd,240,KACCU
14/01/2020,Tasman Environmental Markets Pty Ltd,823,CER
14/01/2020,Tasman Environmental Markets Pty Ltd,918,KACCU
14/01/2020,Reducing Carbon Building Communities Pty Limited,250,KACCU
14/01/2020,Reducing Carbon Building Communities Pty Limited,138,KACCU
10/01/2020,EKI Energy Services Limited,"2,465",CER
09/01/2020,EKI Energy Services Limited,200,CER
09/01/2020,Carbon Financial Services Pty. Ltd.,7,KACCU
09/01/2020,Carbon Financial Services Pty. Ltd.,7,KACCU
09/01/2020,Carbon Financial Services Pty. Ltd.,7,KACCU
09/01/2020,Carbon Financial Services Pty. Ltd.,7,KACCU
09/01/2020,Virgin Australia Airlines Pty Ltd,"21,028",KACCU
09/01/2020,Virgin Australia Airlines Pty Ltd,"13,864",CER
09/01/2020,Virgin Australia Airlines Pty Ltd,"3,445",KACCU
07/01/2020,Tasman Environmental Markets Pty Ltd,200,KACCU
07/01/2020,"Natural Capital Partners Americas, LLC","19,000",CER
31/12/2019,"Natural Capital Partners Americas, LLC","4,700",CER
23/12/2019,Tasman Environmental Markets Pty Ltd,"1,058",KACCU
20/12/2019,Enviro-Mark Solutions Limited,536,CER
20/12/2019,Enviro-Mark Solutions Limited,29,CER
20/12/2019,Enviro-Mark Solutions Limited,30,CER
20/12/2019,Enviro-Mark Solutions Limited,20,CER
20/12/2019,Enviro-Mark Solutions Limited,62,CER
20/12/2019,Enviro-Mark Solutions Limited,200,CER
20/12/2019,Enviro-Mark Solutions Limited,8,CER
20/12/2019,Enviro-Mark Solutions Limited,969,CER
20/12/2019,Enviro-Mark Solutions Limited,"1,000",CER
20/12/2019,Enviro-Mark Solutions Limited,"1,052",CER
20/12/2019,Enviro-Mark Solutions Limited,"1,000",CER
20/12/2019,Tasman Environmental Markets Pty Ltd,500,KACCU
20/12/2019,"Natural Capital Partners Americas, LLC","20,000",CER
18/12/2019,"Natural Capital Partners Americas, LLC","15,000",CER
17/12/2019,Tasman Environmental Markets Pty Ltd,"3,000",KACCU
17/12/2019,EnergyAustralia Pty Ltd,"388,000",CER
17/12/2019,EnergyAustralia Pty Ltd,"15,000",KACCU
16/12/2019,Aak Puul Ngantam Ltd.,500,KACCU
13/12/2019,Aboriginal Carbon Fund Limited,150,KACCU
11/12/2019,Corporate Carbon Advisory Pty Ltd,"5,000",KACCU
10/12/2019,"Natural Capital Partners Americas, LLC","6,518",CER
06/12/2019,Aboriginal Carbon Fund Limited,"1,596",KACCU
05/12/2019,Tasman Environmental Markets Pty Ltd,2,KACCU
04/12/2019,The Sigma Global Company Pty Limited,"1,000",KACCU
03/12/2019,Tasman Environmental Markets Pty Ltd,"6,137",KACCU
03/12/2019,Tasman Environmental Markets Pty Ltd,"7,371",KACCU
03/12/2019,Tasman Environmental Markets Pty Ltd,"13,552",KACCU
03/12/2019,Tasman Environmental Markets Pty Ltd,"14,743",KACCU
03/12/2019,Tasman Environmental Markets Pty Ltd,"30,000",KACCU
29/11/2019,Tasman Environmental Markets Pty Ltd,180,KACCU
28/11/2019,Biodiverse Carbon Conservation Pty Limited,10,KACCU
25/11/2019,Biodiverse Carbon Conservation Pty Limited,400,CER
21/11/2019,Aboriginal Carbon Fund Limited,48,KACCU
21/11/2019,Tasman Environmental Markets Pty Ltd,"78,346",CER
20/11/2019,Enviro-Mark Solutions Limited,60,CER
20/11/2019,Enviro-Mark Solutions Limited,92,CER
20/11/2019,Enviro-Mark Solutions Limited,287,CER
20/11/2019,Enviro-Mark Solutions Limited,"1,797",CER
20/11/2019,Enviro-Mark Solutions Limited,"1,797",CER
20/11/2019,Enviro-Mark Solutions Limited,68,CER
20/11/2019,Enviro-Mark Solutions Limited,40,CER
20/11/2019,Enviro-Mark Solutions Limited,"2,115",CER
20/11/2019,Tasman Environmental Markets Pty Ltd,"1,305,452",CER
20/11/2019,Aboriginal Carbon Fund Limited,400,KACCU
19/11/2019,EKI Energy Services Limited,"27,066",CER
19/11/2019,Clean Energy Finance Corporation,"1,318",KACCU
19/11/2019,Climate Friendly Pty Ltd,1,KACCU
18/11/2019,CARBON NEUTRAL PTY LTD,500,KACCU
14/11/2019,Tasman Environmental Markets Pty Ltd,"4,493",KACCU
14/11/2019,Tasman Environmental Markets Pty Ltd,"3,292",KACCU
14/11/2019,Tasman Environmental Markets Pty Ltd,"6,259",KACCU
14/11/2019,Tasman Environmental Markets Pty Ltd,"12,741",KACCU
14/11/2019,Tasman Environmental Markets Pty Ltd,"6,347",KACCU
